"GB? 1=Yes, 0=No",Is it?,Slug,Title,Downloads,Last update,Required,Tested,Active,Keywords
0,block,share-buttons-block,Yandex Share 2,1972,13/03/2017 20:01,4.4,4.7.15,400,"share,facebook,twitter,social,yandex"
0,block,c4d-youtube,C4D Youtube,304,14/03/2017 09:01,3.3,3.5.2,0,"cache,analytics,api,accessibility,blocked youtube videos"
0,block,block-disposable-email-addresses,Block Disposable Email,2879,16/03/2017 18:51,3.3.1,4.6.16,30,"comments,posts,spam,disposable email,temporary email"
0,block,dessky-recaptcha,Dessky reCAPTCHA,248,24/03/2017 03:46,4.2.0,4.7.15,0,"captcha,recaptcha,spam,block,bots"
0,block,rosko-visual-editor,Rosko Visual Editor,372,27/03/2017 13:03,4.5.2,4.7.15,0,"editor,visual editor,visual builder,rosko visual editor,block visual editor"
0,block,rss-feed-news-blocks-free,RSS Feeds News Blocks,5477,28/03/2017 23:33,2.7,4.1.28,400,"rss,rss plugin,rss feed,rss aggregator,wp rss retriever"
0,block,anti-block,Anti-block,3708,30/03/2017 05:20,3.0.1,4.7.15,10,"adblock,advertising blocking,anti-blocking"
0,block,block-referer-spam,Block Referer Spam,16481,30/03/2017 18:53,3.0.2,5.0.7,1000,"spam,referer,semalt,buttons-for-website,floating-share-buttons"
0,block,publica-ad-block-recovery,Publica Ad Block Recovery,246,07/04/2017 16:56,4.5,4.7.15,0,"video,videos,publica,publisher revenue recovery"
0,block,flow-by-ilys,Flow by ilys,357,07/04/2017 17:41,4,4.7.15,10,"writing,fun,NaNoWriMo,flow,writers block"
0,block,grid-builder,Grid Builder,303,08/04/2017 17:53,4.6,4.7.15,0,"images,content,blocks,grid,block management"
0,block,ui-page-builder-blocks,UI Page Builder Blocks,253,10/04/2017 02:15,4.7,4.7.15,0,"image gallery,image slider,wordpress slider,logo slider,tab slider"
0,block,wpblock,WP Block,700,11/04/2017 08:35,3.0.1,4.7.15,40,"security,firewall,hackers,wpscan"
0,block,super-simple-account-enumeration-blocker,Super Simple Account Enumeration Blocker,361,17/04/2017 20:39,2.2,4.7.15,0,"security,wpscan,user enumeration"
0,block,wp-adblock-dedect,WP Adblock Dedect,9727,23/04/2017 21:28,3.6,4.7.15,400,"adblock,adblocker,WordPress adblock dedect,adblock dedect,no adblock"
0,block,unblock-adsense,AdSense Unblocker,539,11/05/2017 21:32,3.0.1,4.7.15,10,"adsense,ads,adblock,unblock,ad wall"
0,block,cms-blocks,CMS Blocks,448,12/05/2017 07:31,3,4.7.15,80,"block,static block,cms block,reusable content,block content"
0,block,botnet-attack-blocker,Botnet Attack Blocker,22819,12/05/2017 09:20,3.0.0,4.7.15,1000,"admin,attack,Brute Force,blocker,botnet"
0,block,drawit,DrawIt (draw.io),25195,16/05/2017 00:28,4,4.8.11,4000,"diagram,draw,drawit,block diagram,flow chart"
0,block,rolewise-php-cms-blocks,PHP CMS Blocks,240,23/05/2017 13:49,4,4.7.15,0,"reusable content,php blocks,cms blocks,blokcs"
0,block,maintenance-and-noindex-nofollow,LionScripts: Site Maintenance &amp; Noindex Nofollow Plugin,1850,24/05/2017 21:43,2,4.7.15,70,"wp,nofollow,maintenance,blocker,noindex"
0,block,wp-block-referral-spam,Block Referral Spam,7300,08/06/2017 21:58,2.5.0,4.8.11,1000,"referer spam,referrer spam,referral spam,referral traffic,google analytics referral spam"
0,block,underskeleton-content-blocks,Underskeleton Content Blocks,261,09/06/2017 19:48,4.5,4.8.11,0,Content Blocks
0,block,login-watchdog,Login Watchdog,854,10/06/2017 12:29,3.6,4.8.11,20,"security,login,blocking,ip address,watchdog"
0,block,blockquote-cite,Blockquote Cite,2285,13/06/2017 23:06,4.4,4.8.11,10,"citation,blockquote,cite"
0,block,end-of-adblock-cycle,End of Adblock Cycle,1734,15/06/2017 08:24,4.3.1,4.8.11,200,"adblock,adblock plus,uBlock,Crystal,Anti-Adblock Killer"
0,block,wp-scheduled-read-only,WP Scheduled Read-Only,677,15/06/2017 11:28,3.8,4.8.11,100,"comments,multisite,block,readonly,disallow"
0,block,ab-wp-security,AB WP Security,655,18/06/2017 19:17,3.8,4.8.11,10,"security,block,enumeration,disable xml-rpc,remove wordpress version number"
0,block,streletz-note,streletz-note,223,21/06/2017 22:46,4.7,4.8.11,0,"notes,textblocks"
0,block,block-new-admin,Block New Admin,354,26/06/2017 14:20,3.0.1,4.8.11,10,"security,new,administrators,doorway blocker"
0,block,offadblock-wp,offadblock-wp,203,06/07/2017 12:24,4.4,4.4.20,0,"adblock,offadblock"
0,block,d12-message-blocks,d12 Message Blocks,1569,09/07/2017 18:59,2.5,4.8.11,50,"posts,pages,shortcodes,message blocks"
0,block,wordpress-adblock-blocker,WordPress Adblock Blocker,2092,13/07/2017 17:57,4.0.0,4.8.0,0,adopt-me
0,block,block-used-images,Block used images,249,24/07/2017 23:11,4.6,4.6.16,0,"events,modern tribe event"
0,block,monitor-adblock,Monitor BlockAd,3425,08/08/2017 06:31,3.3,4.0.0,300,"anti blockad,monitor blockad,blockad"
0,block,oriel-lite,Oriel Lite,223,28/08/2017 08:22,4.4,4.8.11,0,"analytics,adblock,block adblock,adblock detect,anti adblocker"
0,block,custom-advert-blocks-free,Custom Advert Blocks Free,356,10/09/2017 23:02,3.0.1,4.8.11,0,"adsense,ads,advertising,Ad Management,contextual ads"
0,block,cat-block,Cat Block,761,28/09/2017 07:17,3.6,4.8.11,20,"category,taxonomy,widget"
0,"block,gutenberg",qr-code-block,QR-Code Block,506,29/10/2017 12:48,4.8,4.8.11,10,"block,qr code,qrcode,gutenberg"
0,block,altcoins-donation-widget,Bitcoin Donator Button Widget,815,10/11/2017 19:30,3.4.1,4.9.12,10,"widget,sidebar,donate,bitcoin,blockchain"
0,block,jgc-adblocker-detector,JGC AdBlocker Detector,1221,13/11/2017 07:55,4.1,4.9.12,80,"adblock,adblocker,adblock plus"
0,block,block-bloglovin-iframe,Block Bloglovin Iframe,580,16/11/2017 11:18,4,4.9.12,80,"blog,iframe,bloglovin"
0,block,htaccess-ip-blocker,HTACCESS IP Blocker,272,21/11/2017 06:38,4.6,4.9.12,10,"login,block,htaccess,ip,ip blocker"
0,block,mr-blocker,Mr Blocker,342,28/11/2017 01:08,3.3,4.9.12,10,"ip blocker,WebSite Security,Block countries"
0,block,avh-first-defense-against-spam,AVH First Defense Against Spam,164638,28/11/2017 17:57,4.5,4.5.13,5000,"comment,spam,block,blacklist,whitelist"
0,block,block-specific-plugin-updates,Block Plugin Update,31705,28/11/2017 18:17,3.0.,4.5.13,7000,"block plugin update,block specific plugin update,disable plugin update,hide plugin update notification,plugin update hider"
0,block,gm-block-bots,GM Block Bots,72130,28/11/2017 19:19,3,4.7.15,5000,"bots,botnet,semalt,buttons-for-websites,darodar"
0,block,anti-captcha,Anti-Captcha (anti-spam botblocker),83510,28/11/2017 19:40,2.8.4,4.0.0,4000,"spam,filter,anti-spam,blocker,anti-captcha"
0,block,smart-wysiwyg-blocks-of-content,Smart WYSIWYG Blocks Of Content,27474,28/11/2017 20:26,3,4.2.25,5000,"widgets,wysiwyg"
0,block,spamreferrerblock,SpamReferrerBlock,18957,28/11/2017 21:11,3,4.1.28,4000,"analytics,statistics,spam,referrer,dsampaolo"
0,block,simple-trackback-validation-with-topsy-blocker,Simple Trackback Validation with Topsy Blocker,71033,28/11/2017 21:51,3.2,4.8.11,4000,"spam,validation,protection,anti-spam,trackback"
0,block,search-engines-blocked-in-header,Search Engines Blocked in Header,2009,30/11/2017 15:38,3.2,4.9.12,200,"privacy,search,blocked,engines"
0,block,superpack,SuperPack,3699,04/12/2017 08:17,4.1,4.9.12,300,"Instagram,column,Random Posts,blockquote,dropcap"
0,"block,gutenberg",blocks-for-gutenberg,Blocks for Gutenberg,1565,09/12/2017 07:15,5,5.0.7,100,"block,editor,blocks,gutenberg"
0,block,tor-blocker-by-inazo,Tor Blocker by Inazo,581,15/12/2017 09:05,4.5.1,4.9.12,90,"security,ip block,ip blocker,Tor,tor blocker"
0,block,ad-blocking-advisor,Ad Blocking Advisor,9455,20/12/2017 18:36,2.8,4.9.12,800,"ad,adblock,blocking,advert,adblocker"
0,block,post-blocks,Post Blocks,2993,29/12/2017 13:54,4,4.9.12,40,"post,widgets,post blocks"
0,"block,gutenberg",form-blocks,Form Blocks,321,31/12/2017 01:36,4.9,4.9.12,0,"form,forms,block,blocks,gutenberg"
0,block,blockinator,Blockinator,182,07/01/2018 20:41,,4.9.12,10,"xmlrpc,remove version numbers,remove shortlinks,remove feed links,remove dns prefetch"
0,"block,gutenberg",add-amazon-block,Amazon Block,497,09/01/2018 08:36,4.9,4.9.12,400,"editor,gutenberg"
0,"block,gutenberg",inline-css-block-gutenberg,Inline CSS Block for Gutenberg,585,09/01/2018 19:26,3,4.8.11,10,"above-the-fold,Above the fold CSS,gutenberg,inline css"
0,block,wp-blockquote-shortcode,WP Blockquote Shortcode,1111,10/01/2018 02:24,4,4.9.12,200,"shortcode,quote,blockquote,quotation"
0,block,stop-comment-spam,Stop Comment Spam,3190,12/01/2018 09:24,2.6.1,4.7.15,700,"comment,spam,block spam"
0,block,mtphr-shortcodes,Metaphor Shortcodes,26929,15/01/2018 19:57,4,4.9.12,1000,"shortcodes,Pricing tables,column grid,post sliders,post blocks"
0,block,bp-block-users,BP Block Users,4436,15/01/2018 21:39,4.3,4.9.12,200,"buddypress,block,users,bp,block users"
0,"block,gutenberg",wpblocks,WPBlocks,318,25/01/2018 01:53,4.8,4.9.12,0,"additional,blocks,element,gutenberg,wp blocks"
0,block,tinymce-visualblocks,TinyMCE VisualBlocks,10229,02/02/2018 06:41,3.9,4.9.12,2000,"tinyMCE,visual editor,tinymce editor,VisualBlocks,visual blocks"
0,block,ban-users,BAN Users,15471,10/02/2018 13:16,4.2,4.9.12,1000,"users,ban,lock account,block account,deny access"
0,block,detect-adblock,Detect AdBlock,3593,10/02/2018 22:33,3.1.0,4.9.12,200,"block,adblock,ad blocker,ad blocking,detect adblock"
0,block,wp-translate-shortcode,WP Translate Shortcode,233,16/02/2018 00:44,4,4.9.12,10,"shortcode,quote,blockquote,quotation"
0,"block,gutenberg",reusable-gutenberg-blocks-widget,Reusable Gutenberg Blocks Widget,1812,20/02/2018 01:57,4,5.0.7,600,"widget,widgets,block,blocks,gutenberg"
0,"block,gutenberg",contentblocks,Content Blocks,226,23/02/2018 23:46,4.9,,0,"blocks,gutenberg"
0,"block,gutenberg",unregister-gutenberg-blocks,Unregister Gutenberg Blocks,712,27/02/2018 20:38,4.9,4.9.12,10,"block,gutenberg,unregister"
0,block,global-blocks-for-cornerstone,Global Blocks for Cornerstone,8931,28/02/2018 18:38,4.5,4.9.12,1000,"cornerstone,global blocks,x theme,themeco,x pro"
0,block,another-steempress,AnotherSteempress,468,06/03/2018 03:39,4.7.0,4.9.12,10,"monetization,blockchain,Steemit,WordPress,steem"
0,"block,gutenberg",advanced-content-blocks,Advanced Content Blocks,364,10/03/2018 09:46,4.9,4.9.12,10,"block,editor,blocks,gutenberg"
0,"block,gutenberg",advance-video-for-gutenberg,Gutenberg Advance Video,394,20/03/2018 13:35,3.3,4.9.12,10,"video,block,gutenberg"
0,"block,gutenberg",pantheon-gist-block,Gist Block by Pantheon,504,22/03/2018 11:57,4.4,4.9.12,20,"github gist,gutenberg"
0,block,supaz-text-headlines,Supaz Text Headlines - A simple text headlines plugin,434,28/03/2018 01:13,4.0.0,4.8.11,0,"Headline plugin,header plugin,Notice plugin,Text display plugin,block text plugin"
0,block,wp-open-graph-protocol,WP Open Graph Protocol,181,05/04/2018 00:07,4,4.9.12,0,"shortcode,quote,blockquote,quotation"
0,"block,gutenberg",gutenblocks,Gutenblocks,802,12/04/2018 11:23,4.9.4,4.9.12,40,"block,blocks,gutenberg,gutenberg blocks,gutenblocks"
0,block,repeated-blocks,Repeated Blocks,147,18/04/2018 08:43,,4.9.12,0,"vc,blocks,repeat,VisualComposer,repeated"
0,block,static-block,Static Block,8008,22/04/2018 06:13,3.8,4.9.12,3000,"static block,static block content,wordpress block content,block content"
0,block,wp-blockade,WP Blockade - Visual Page Builder,4993,24/04/2018 21:22,4,4.9.12,200,"columns,visual composer,page builder,editor,wysiwyg"
0,block,wp-sns-share-buttons,WP SNS Share Buttons,279,27/04/2018 08:55,4,4.9.12,10,"shortcode,quote,blockquote,quotation"
0,block,vg-block-rest-api,VG Block REST API,284,30/04/2018 10:52,3.9,4.9.12,0,"admin,rest-api,block api,block rest api,admin allow api."
0,block,mk-adblock,MK Adblock,202,30/04/2018 13:57,4,4.9.12,0,"adblock,mk adblock,mkadblock,wp adblock"
0,"block,gutenberg",aceblocks,AceBlocks: Gutenberg Blocks for WordPress,480,10/05/2018 16:42,4.7,4.9.12,20,"page builder,editor,blocks,templates,gutenberg"
0,"block,gutenberg",pillar-press-content-blocks,Pillar Press - Content Blocks for Gutenberg,333,11/05/2018 20:21,4.7,4.9.12,0,"page builder,blocks,Content Blocks,gutenberg,gutenberg blocks"
0,block,fraudgrade,FraudGrade,392,12/05/2018 00:27,4.9.1,4.9.12,0,"antispam,spam,anti-spam,block spam,spam blocker"
0,block,simple-adblock-redirect,AdBlockly,261,08/06/2018 06:47,4.7,4.9.12,0,"ads,adblock"
0,block,wp-lightning-comments,Pay to Comment with Lightning,146,15/06/2018 08:23,4.6,4.9.12,0,"comments,bitcoin,micropayment,Lightning,spamblocker"
0,block,quick-wp-htmlentities,Quick WP htmlentities,485,15/06/2018 08:57,3.9.1,4.9.12,0,"formatting,codeblocks,htmlentities"
0,block,wordsteem,WordSteem,251,10/07/2018 06:25,4.6,4.7.15,0,"blockchain,Steemit,steem,wordsteem"
0,block,nexty-payment,Nextypay,198,11/07/2018 08:04,2.6,4.9.12,0,"ecommerce,payment,e-commerce,store,blockchain"
0,block,block-registered-usernames,Block Registered Usernames in Comments,307,20/07/2018 16:41,4.8,4.9.12,0,"comments,author,block,username,MarcTV"
0,block,blocks-google-map,Blocks Google Map,188,03/08/2018 19:19,3.0.1,4.9.12,0,"google,wp,text,visual,editor"
0,block,float-block,float block,642,13/08/2018 23:13,4.9,4.9.12,0,"text,block,float"
0,block,wp-custom-styling,WP Custom Styling - Make Custom Design in Wordpress,214,21/08/2018 10:32,3.3,4.9.12,0,"Custom heading style,Custom desing for blockquotes,wp custom design,wordpress theme custom,block designs"
0,block,yaurau-ip-blocker,Yaurau-Ip-Blocker,225,18/09/2018 13:50,4.3,4.9.12,0,"permission,ban,banned,deny,denied"
0,block,block-scripts-a,Block scripts A,115,22/09/2018 05:30,4.6,4.7.15,0,"block,sql,xss,injections,rfi"
0,block,mb8wp,MB8WP,291,24/09/2018 13:15,4.9.8,4.9.12,0,"bitcoin,btc,blockchain,altcoin"
0,block,attributio-unblock-analytics,Attributio Unblock Analytics,172,30/09/2018 06:58,4,4.9.12,0,"analytics,google analytics,google tag manager,fix google analytics"
0,block,woo-apuspayments,ApusPayments,96,05/10/2018 20:31,4,4.9.12,0,"bitcoin,Litecoin,blockchain,ethereum,apuspayments"
0,block,kill-adblock,Block AdBlock,19344,02/07/2018 19:31,3.2,4.9.12,1000,"adblock,Adblock Blocker,block adblock,block ad block,anti adblocker"
0,block,mouse-and-keyboard-disable,Mouse And Keyboard Disable,174,14/10/2018 12:01,4.6,4.9.12,0,"click,right click,right click disable,right click block,right click stop"
0,block,website-screenshot,Website screenshot blocks for Gutenberg,235,23/10/2018 08:31,3.0.1,4.9.12,0,"screenshot,website screenshot,screenshotbin"
0,block,block-fancy-list-item,Block Fancy List Item,224,14/12/2018 10:26,4.9.8,5.0.7,0,"list,Gutenberg Fancy List,Extend List Block,Gutenberg List Block,Gutenberg Listing"
0,block,christmas-blocks,Christmas Blocks,202,17/12/2018 05:17,5,5.0.7,0,"christmas,blocks"
1,block,wp-google-places-reviews,WP Google Places Reviews,448,27/12/2018 23:25,3.5,5.0.7,0,"reviews,blocks,Google Reviews,review form,filter reviews"
0,block,identibyte-for-contact-form-7,Identibyte for Contact Form 7,123,29/12/2018 04:28,3.0.1,5.0.7,0,"contact form 7,cf7,spam blocker,disposable email,Identibyte"
1,block,advanced-archive-blocks,Advanced Archive Blocks,419,11/01/2019 05:48,5,5.0.7,0,"posts,blocks"
1,block,code-editor-blocks,Code Editor Blocks,392,11/01/2019 05:57,5,5.0.7,0,"posts,blocks"
1,block,sellpress,SellPress,456,20/01/2019 15:46,3.0.1,5.0.7,0,"ecommerce,product,shop,blocks,sell"
1,block,she-lotusscript-brush,SyntaxHighlighter Evolved: LotusScript Brush,94,04/02/2019 10:46,5.0.0,5.0.7,0,"wp,code,block,sourcecode,lotusscript"
1,block,she-formula-brush,SyntaxHighlighter Evolved: @Formula Brush,82,05/02/2019 05:34,5.0.0,5.0.7,0,"wp,code,block,sourcecode,formula"
1,block,info-blocks-for-woocommerce,Info Blocks for WooCommerce,313,07/02/2019 19:12,4.4,5.0.7,0,"woocommerce,woo-commerce,info,info block"
0,block,conditions-for-texts,Conditions for Texts (Dynamic Content),189,11/02/2019 19:19,4,5.0.7,0,"conditions,if,text blocks,if statements,if conditions"
1,block,stllr-blocks,Stllr Blocks,281,15/02/2019 23:23,5,5.1.3,0,"Stllr blocks,movie block"
1,block,klarity-progress-bar-block,Progress bar block,297,21/02/2019 08:28,5.0.0,5.0.7,0,"block,tracker,progress,progress bar,Percent"
0,block,coltpay-commerce,ColtPay Commerce,113,24/02/2019 14:10,4.6,5.1.3,0,"woocommerce,bitcoin,payment gateway,blockchain"
1,block,mobile-blocks,Mobile blocks,410,02/03/2019 10:17,4,5.1.3,0,"woocommerce,responsive,mobile,layout,blocks"
1,block,web-recipe-clipper,Web Recipe Clipper,310,20/03/2019 05:41,5.0.0,5.1.3,0,"Recipe,cooking,food,Gutenberg block,recipe generator"
1,block,klarity-read-more-block,Read more block,379,29/03/2019 08:05,5.0.0,5.1.0,0,"block,read,more,show,less"
0,block,fakeblock,Fakeblock,211,29/03/2019 19:05,5.1,5.1.3,0,"privacy,anti-piracy"
0,block,anti-spam-zapper,Anti-Spam Zapper for WordPress,114,10/04/2019 03:04,4.9.0,5.1.3,0,"comments,antispam,spam,anti-spam,block spam"
1,block,custom-accordion-block,Custom Accordion Block,207,17/04/2019 07:41,5,5.1.3,0,"block,faq,Custom Faq,custom-accordion.,custom block"
0,block,ad-blocking-detector,Ad Blocking Detector,39411,31/08/2018 15:56,4.4,4.7.15,500,"adblocker,detector,adblock plus,Adblock Blocker,block adblock"
1,block,yasothon-blocks,Yasothon,172,18/04/2019 07:13,5,5.1.3,0,"blog,block,news,editor,magazine"
1,block,pithywp-templates,Block Templates by PithyWP,110,26/04/2019 07:41,4.7,5.1.3,0,"page,template,block,design,elementor"
0,block,mir-ad-network,Mir Ad Network,92,27/04/2019 22:26,,5.2.4,0,"ad,ad network,blockchain,MirNetwork,MIR"
0,block,redirect-gravatar-requests,Redirect Gravatar requests,229,29/04/2019 12:23,4.6,5.2.4,0,"gravatar,avatar,redirect,block,disable"
1,block,payments-block-stripe,Payment Block - Stripe,196,03/05/2019 04:51,5,5.1.3,0,"button,payment-button,donation button,donation-block,payment-block"
1,block,wpmk-block,WPMK Block,206,05/05/2019 07:42,3.3,5.1.3,0,"shortcode,visual composer,block,design,visual composer shortcode"
0,block,remove-wp-block-editor,Remove WP Block Editor,83,06/05/2019 05:13,4.7,5.1.3,0,"editor,wp block,block-editor,classic editor"
1,block,loomisoft-content-blocks,Reusable Content &amp; Text Blocks by Loomisoft,18591,29/09/2018 06:21,3.9,4.9.12,5000,"Content Blocks,reusable content,reusable text,text blocks,reusable content widget"
1,block,random-block,Random,150,28/05/2019 05:25,,5.2.4,0,"random,Random Block"
1,block,hypercoder-codeblock,HyperCoder CodeBlock,75,01/06/2019 18:43,4.6,5.2.4,0,"code,copy,Highlight,clipboard"
1,block,custom-post-listing-block,Custom post listing block,81,03/06/2019 07:53,,5.2.4,0,"custom block,Listing block,Custom post list block"
1,block,donations-block,Paypal Donation Block,289,05/06/2019 11:44,5,5.1.3,0,"button,donate,donation,donation button,donation-block"
0,block,ip-threat-blocker-by-musubu,IP Threat Blocker by Musubu,188,06/06/2019 12:08,5.0.0,5.0.7,0,"security,firewall,antivirus,web application firewall,malware scanner"
0,block,addefend-easy-integration,AdDefend Easy Integration,675,11/06/2019 13:44,4.2,5.2.4,0,"ads,unblockable,unblock,addefend,ad recovery"
0,block,wwwfap-ab-restrict,wwwFap AB Restrict,72,15/06/2019 23:49,3.0.1,5.2.4,0,"adblock,adblocker,ad blocker,ad block"
0,block,wwwfap-ab-alert,wwwFap AB Alert,73,16/06/2019 00:00,3.0.1,5.2.4,0,"adblock,adblocker,ad blocker,ad block"
1,block,ff-block-gist-embed,FF Block Gist Embed,113,20/06/2019 14:02,5,5.2.4,0,"embed,block,Github,Gist,raw"
1,block,ff-block-advanced-columns,FF Block Advanced Columns,160,24/06/2019 08:44,5,5.2.4,0,"columns,editor,advanced,grid,inline grid"
0,block,blockpen-payment-gateway,Cryptocurrency Payment Gateway for WooCommerce,203,25/06/2019 10:51,3,5.2.4,0,"ecommerce,woocommerce,bitcoin,woo,blockpen"
1,block,block-layouts,Block Layouts,93,28/06/2019 09:27,5.2.0,5.2.4,0,"editor,blocks"
1,block,search-limiter-blocker,Search Limiter &amp; Blocker,84,29/06/2019 07:46,5.1,5.2.4,0,"search,block,limit"
1,block,team-members-blocks,Team Members Blocks,185,03/07/2019 04:20,4.4.0,5.2.4,0,"Team Member,team,team members,team cards,team members blocks"
1,block,browser-shots-carousel,Browser Shots Carousel,122,08/07/2019 22:33,5,5.2.4,0,"carousel,blocks,browser screenshots,browser shots"
0,block,shift8-security,Shift8 Security,119,17/07/2019 20:45,3.0.1,5.2.4,0,"security,scan,wpscan,probe,block wpscan"
0,block,block-repo-plugin-updates,Block Repo Plugin Update,144,28/07/2019 15:00,4.7.0,5.2.4,0,"block,update,dev,repository,repo"
1,block,china-video-block,China Video Block,1457,02/08/2019 07:11,5,5.2.4,0,"video,block,china"
1,block,gosign-contact-person-box-block,Gosign - Contact Person Box Block,123,06/08/2019 12:59,5.1.1,5.2.4,0,"profile block,contact person,contact block,author block"
1,block,simple-iframe,Simple Iframe,82,06/08/2019 18:00,5.0.0,5.2.4,0,"block,iframe,external"
1,block,pb-modular-pattern-system,PB Modular Pattern System,69,20/08/2019 21:49,4.5,5.2.4,0,"system,framework,blocks,pattern,modular"
1,block,wp-block-hub,Gutenberg Block Templates 200+ - WP Block Hub,233,21/08/2019 10:03,3.8,5.2.4,0,"reusable blocks,block template,Gutenberg Block Templates,Block Templates,Gutenberg Templates"
0,block,turtle-ad-network,Turtle Ad Network,246,22/08/2019 09:47,4.9.8,5.2.4,0,"ad,ad network,blockchain,tn,TurtleNetwork"
0,block,catenis-api-client,Catenis API Client for WordPress,175,26/08/2019 14:44,4,5.2.4,0,"blockchain,Catenis,Catenis Enterprise API,Blockchain of Things"
0,block,themesfa-ccaptcha-rewrite,CCAPTCHA retype,61,28/08/2019 10:45,3.0.1,5.2.4,0,"captcha,anti-spam,spam blocker,retype captcha,ccaptcha"
1,block,bubble-critic,Bubble Critic,57,29/08/2019 04:05,5.2,5.2.4,0,"Free,cloud,block,easy,forums"
1,block,melonpan-block-post-title,Melonpan Block - Post Title,75,31/08/2019 19:49,5.2,5.2.4,0,"post,block,post title,title,block-editor"
1,block,melonpan-block-post-list,Melonpan Block - Post List,92,31/08/2019 19:52,5.2,5.2.4,0,"post,posts,block,cpt,block-editor"
1,block,melonpan-block-site-title,Melonpan Block - Site Title,65,31/08/2019 19:54,5.2,5.2.4,0,"block,title,description,site info,block-editor"
1,block,get-subpages-list,Child Pages Block,87,05/09/2019 12:57,5,5.2.4,0,"child pages,sub pages,Gutenberg block"
1,block,mir-blocks-and-shortcodes,MIR blocks and shortcodes,36,06/09/2019 11:50,5.1,5.2.4,0,"shortcode,shortcodes,block,tools,blocks"
0,block,publiq-wallet,PUBLIQ Wallet,52,09/09/2019 10:03,4.0.1,5.2.4,0,"cryptocurrency,blockchain,wallet"
1,block,advanced-maps-block,Advanced Maps Block,57,13/09/2019 11:10,5,5.2.4,0,"Google Maps,wordpress block,Gutenberg block,map block"
1,block,lsx-health-plan,LSX Health Plan,230,13/09/2019 19:08,4.9,5.2.4,0,"blocks,workout,recipes,lsx,meal plan"
1,block,boxer-block,Boxer Block,205,13/09/2019 20:50,5,5.2.4,0,"posts,block"
1,block,woo-product-slider-block,Product Slider Block for WooCommerce,165,13/09/2019 20:51,5,5.2.4,0,"woo,product slider,woocommerce slider,product carousel,woo slider"
1,block,melonpan-block-code,Melonpan Block - Code,135,15/09/2019 10:24,5.2,5.2.4,0,"code,block,syntax highlighting,prism,block-editor"
0,block,bbp-auto-block-spammers,bbP Auto Block Spammers,245,15/09/2019 17:32,4,5.2.4,0,"spam,block,bbPress"
0,block,gf-ip-block,Ip Block for gravity forms,43,17/09/2019 14:37,4,5.2.4,0,"security,forms,gravity forms,gravity"
1,block,wp-advertize-it,WP Advertize It,29491,08/12/2018 11:49,4.2.3,5.0.7,800,"ads,ad,ad block,ad banner,ads display"
0,block,adtoniq-express,Adtoniq Express,226,19/09/2019 18:35,4.6,5.2.4,0,"adblock,adblocker,ad blocker,ad blocking,ad block"
1,block,block-views,Block Views,41,19/09/2019 19:55,5,5.2.4,0,"post,posts,block,blocks,postmeta"
0,block,veruspay-verus-gateway,VerusPay Verus Gateway,359,20/09/2019 05:56,5.0.0,5.2.4,0,"woocommerce,gateway,payment gateway,cryptocurrency,blockchain"
1,block,gosign-grid-container-block,Gosign - Grid Container Block,173,20/09/2019 14:27,5.1.1,5.2.4,0,"background section,grid block,background video grid,multiple grid block,multiple column block"
0,block,themesfa-ccaptcha-picture-selection,CCAPTCHA Picture Selection,48,21/09/2019 16:47,3.0.1,5.2.4,0,"captcha,anti-spam,spam blocker,ccaptcha,picture selection captcha"
1,block,user-blocks,User Blocks,47,25/09/2019 17:45,5,5.2.4,0,"block,users,user,usermeta,blocks"
1,block,wptab-tableau-public-viz-block,WP-TAB Tableau Public Viz Block,58,26/09/2019 05:19,,5.2.4,0,"Gutenberg block,tableau,tableau public,embed block,embed tableau"
0,block,archive-bot-blocker,Archive Bot Blocker,70,30/09/2019 07:31,4,5.2.4,0,block bots
1,block,nelio-compare-images,Nelio Compare Images,80,30/09/2019 08:53,5.2,5.2.4,0,"compare images,Gutenberg block,image comparison,before image,after image"
0,block,dailybrief,DailyBrief,213,30/09/2019 10:43,4.7,5.2.4,0,"generation,blockchain,Steemit,steem,content+generation"
0,block,easy-country-spam-blocker,Easy Country Spam Blocker,30,07/10/2019 13:20,5.0.0,5.1.3,0,"spam,security,blocker,spam blocker,country spam blocker"
0,block,vendbile-payment-gateway,Vendible Payment Gateway,23,10/10/2019 10:09,4.4,5.2.4,0,"bitcoin,blockchain,crypto-currency,payment request,Vendible"
1,block,gosign-buttonblock,Gosign - Button Block,191,11/10/2019 16:14,5.1.1,5.2.4,0,"button,full width button,custom button block,icon button,button block"
1,block,faq-accordion-block,FAQ Accordion Block,259,14/10/2019 17:17,5.1,5.2.4,0,"block,faq,Accordion,faq block,accordion block"
1,block,gap-block,Gap Block,264,14/10/2019 17:25,5.1,5.2.4,0,"block,spacer,Gap,gap block,spacer block"
1,block,maps-block,Maps Block,170,14/10/2019 17:32,5.1,5.2.4,0,"block,Google Maps,maps,map block,google maps block"
0,block,block-email-formidable-form,Blacklist Unwanted Email - Formidable Forms,27,17/10/2019 19:43,,5.2.4,0,"Blacklist email domain for formidable forms,Block email domain for formidable forms,validate email domain for formidable forms,restrict email domain submission for formidable forms,free domain block in formidable forms"
